room_id,last_modified,price,latitude,longitude
571822,2017-07-11T20:43:10Z,450,32.815493,-117.263775
576112,2017-07-11T17:43:16Z,115,32.804319,-117.253315
581595,2017-07-11T17:17:32Z,255,32.952655,-117.210381
585426,2017-07-11T19:10:07Z,198,32.76517,-117.126345
585457,2017-07-11T18:08:53Z,150,32.754638,-117.127109
585469,2017-07-11T17:19:01Z,75,32.728496,-117.124251
587443,2017-07-11T17:18:45Z,59,32.772679,-117.203484
587471,2017-07-11T21:36:01Z,550,32.735975,-117.251361
587699,2017-07-11T19:31:12Z,265,32.711612,-117.154718
589214,2017-07-11T16:21:25Z,89,32.726599,-117.165706
589254,2017-07-11T15:14:17Z,59,32.742401,-117.163462
589468,2017-07-11T17:28:16Z,100,32.718497,-117.167697
591575,2017-07-11T19:35:02Z,225,32.829352,-117.278785
597609,2017-07-11T20:40:53Z,450,32.827631,-117.278624
602985,2017-07-11T19:10:12Z,191,32.745411,-117.249393
604169,2017-07-11T19:37:07Z,255,32.718331,-117.221368
606508,2017-07-11T19:32:50Z,225,32.718776,-117.153307
606548,2017-07-11T20:48:57Z,310,32.722768,-117.156329
610920,2017-07-11T21:36:35Z,525,32.81395,-117.266663
611250,2017-07-11T15:11:31Z,49,32.727269,-117.166115
614111,2017-07-11T20:20:24Z,250,32.934702,-117.255449
616245,2017-07-11T15:09:03Z,55,32.720187,-117.126263
616718,2017-07-11T15:52:29Z,75,32.728308,-117.165639
635693,2017-07-11T15:13:00Z,60,32.908345,-117.088461
639156,2017-07-11T15:11:52Z,60,32.909004,-117.089136
641013,2017-07-11T15:13:30Z,56,32.716681,-117.147043
642164,2017-07-11T19:25:18Z,300,32.766424,-117.10549
651542,2017-07-11T18:08:38Z,175,32.74479,-117.175592
651717,2017-07-11T16:32:26Z,195,32.746215,-117.240764
655822,2017-07-11T19:10:35Z,200,32.951907,-117.111313
657051,2017-07-11T17:25:26Z,99,32.722865,-117.124716
657126,2017-07-11T17:16:59Z,175,32.845875,-117.270578
659076,2017-07-12T05:18:39Z,33,32.721735,-117.16424
669973,2017-07-11T17:19:37Z,72,32.79427,-117.25155
670165,2017-07-11T15:55:27Z,75,32.74588,-117.243194
670830,2017-07-11T15:11:18Z,59,32.727035,-117.164245
673597,2017-07-11T15:12:13Z,60,32.859941,-117.252846
674234,2017-07-11T19:25:27Z,249,32.762671,-117.159288
678569,2017-07-11T16:32:07Z,165,32.84543,-117.269904
689378,2017-07-11T17:21:46Z,92,32.771922000000004,-117.250713
689418,2017-07-11T17:41:02Z,115,32.773932,-117.250934
691897,2017-07-11T19:33:06Z,275,32.718697,-117.220778
696737,2017-07-11T17:41:45Z,102,32.714232,-117.141638
696849,2017-07-11T17:23:42Z,99,32.714822,-117.140949
702744,2017-07-11T15:49:49Z,70,32.863287,-117.235254
705866,2017-07-11T16:32:15Z,175,32.845063,-117.270254
720861,2017-07-11T15:50:11Z,80,32.932775,-117.083903
723387,2017-07-11T17:53:15Z,125,32.793527,-117.243785
723711,2017-07-11T17:20:05Z,79,32.7162,-117.144348
726663,2017-07-11T17:25:39Z,84,32.701909,-117.129939
732851,2017-07-11T16:32:28Z,200,32.807378,-117.246728
735691,2017-07-11T18:10:15Z,155,32.793664,-117.252264
735793,2017-07-11T15:57:29Z,80,32.809735,-117.251136
741131,2017-07-11T17:22:54Z,89,32.794852,-117.172993
741132,2017-07-11T17:41:27Z,105,32.789618,-117.173066
741133,2017-07-11T17:41:31Z,110,32.790547,-117.174442
743453,2017-07-11T15:50:14Z,70,32.808778,-117.185635
746233,2017-07-11T17:53:39Z,125,32.716057,-117.139988
747354,2017-07-11T19:25:38Z,275,32.754914,-117.171067
749856,2017-07-11T15:49:37Z,62,32.752727,-117.222782
752725,2017-07-11T18:08:43Z,141,32.744728,-117.139937
756704,2017-07-11T18:08:48Z,175,32.743732,-117.164855
756810,2017-07-11T16:21:37Z,89,32.725383,-117.251288
756856,2017-07-11T16:21:28Z,94,32.727468,-117.249719
756982,2017-07-11T18:06:55Z,172,32.840966,-117.27014
765407,2017-07-11T19:11:58Z,185,32.748238,-117.240154
766826,2017-07-11T20:39:50Z,325,32.779758,-117.237234
768093,2017-07-11T19:10:19Z,199,32.807297,-117.241813
768184,2017-07-11T16:32:31Z,205,32.7249,-117.206445
768310,2017-07-11T15:13:55Z,45,32.745509,-117.083677
776603,2017-07-11T19:10:37Z,185,32.845382,-117.26891
777324,2017-07-11T18:07:21Z,159,32.831147,-117.280817
778962,2017-07-11T17:44:31Z,109,32.751632,-117.142545
785596,2017-07-12T05:18:59Z,31,32.746778,-117.159895
789549,2017-07-11T17:58:36Z,124,32.710644,-117.155881
789829,2017-07-11T16:32:09Z,180,32.752979,-117.149805
791505,2017-07-11T15:22:12Z,48,32.74995,-117.193409
797668,2017-07-11T19:12:05Z,199,32.76046,-117.248584
799579,2017-07-11T17:21:48Z,95,32.709068,-117.239723
799697,2017-07-11T18:08:51Z,159,32.765782,-117.135338
802029,2017-07-11T15:09:00Z,54,32.709962,-117.154354
803046,2017-07-11T15:16:08Z,60,32.806251,-117.247311
803261,2017-07-11T15:12:11Z,60,32.86968,-117.21976
804571,2017-07-11T15:11:30Z,45,32.736147,-117.086818
805004,2017-07-11T15:09:09Z,45,32.806869,-117.227776
806120,2017-07-11T17:23:07Z,99,32.721477,-117.124841
807383,2017-07-11T15:13:26Z,53,32.764698,-117.122496
815244,2017-07-11T15:50:33Z,75,32.794729,-117.233108
816780,2017-07-11T16:32:13Z,148,32.936936,-117.07586
817278,2017-07-11T16:23:05Z,89,32.748649,-117.194702
821576,2017-07-11T19:10:18Z,195,32.807489,-117.256502
821991,2017-07-11T17:21:55Z,98,32.744285,-117.131488
830993,2017-07-11T15:18:11Z,60,32.805765,-117.245539
831012,2017-07-11T19:10:41Z,195,32.801526,-117.259191
834215,2017-07-11T16:31:22Z,118,32.83306,-117.275472
839100,2017-07-11T17:40:49Z,120,32.771812,-117.250974
845247,2017-07-11T16:32:38Z,250,32.807974,-117.246697
848790,2017-07-11T15:54:34Z,79,32.731246,-117.173095
859387,2017-07-11T20:39:54Z,385,32.803779,-117.258334
862140,2017-07-11T19:15:33Z,195,32.718225,-117.153516
862143,2017-07-11T19:32:16Z,260,32.718784,-117.154056
862151,2017-07-11T20:08:46Z,208,32.761541,-117.159509
862156,2017-07-11T19:59:57Z,286,32.762489,-117.15947799999999
866202,2017-07-11T15:52:17Z,64,32.794563,-117.247646
867187,2017-07-11T16:32:19Z,150,32.866714,-117.235477
868988,2017-07-11T20:39:58Z,350,32.768415,-117.249329
870798,2017-07-11T17:41:40Z,110,32.783432,-117.253366
871102,2017-07-11T17:24:13Z,99,32.761441,-117.079271
873666,2017-07-11T19:25:13Z,250,32.727623,-117.160333
873742,2017-07-11T17:40:47Z,119,32.72446,-117.127812
877473,2017-07-11T15:26:55Z,60,32.638285,-116.939373
885550,2017-07-11T17:23:12Z,81,32.782291,-117.106702
887573,2017-07-11T15:16:06Z,59,32.791713,-117.233891
889895,2017-07-11T20:47:59Z,350,32.830662,-117.27416
895236,2017-07-11T18:46:05Z,160,32.801569,-117.236161
896439,2017-07-11T16:21:29Z,90,32.742393,-117.163802
896857,2017-07-11T16:22:17Z,99,32.95413,-117.212587
908300,2017-07-11T17:27:53Z,99,32.707637,-117.142606
908965,2017-07-11T19:10:48Z,199,32.786976,-117.252429
909007,2017-07-11T15:17:08Z,49,32.786196,-117.179308
909782,2017-07-11T18:08:50Z,150,32.750279,-117.119135
914317,2017-07-11T17:53:57Z,130,32.75078,-117.25053
918743,2017-07-11T15:09:06Z,55,32.764989,-117.080408
919528,2017-07-11T20:44:16Z,499,32.849952,-117.261012
921185,2017-07-11T16:32:17Z,150,32.952171,-117.211801
925146,2017-07-11T18:06:51Z,157,32.826942,-117.278576
925170,2017-07-11T17:52:31Z,120,32.828531,-117.276996
927665,2017-07-11T17:19:19Z,79,32.714875,-117.143161
931686,2017-07-11T19:29:23Z,295,32.801063,-117.256345
933873,2017-07-11T15:15:43Z,53,32.789304,-117.181051
937720,2017-07-11T18:08:36Z,151,32.729499,-117.132357
943834,2017-07-11T19:25:38Z,209,32.755447,-117.131286
947476,2017-07-11T20:49:11Z,375,32.715784,-117.143782
954165,2017-07-11T19:12:22Z,200,32.851018,-117.248239
956955,2017-07-11T17:18:56Z,75,32.770306,-117.118257
960185,2017-07-11T15:42:19Z,45,32.723753,-117.165843
960200,2017-07-12T05:18:56Z,32,32.723858,-117.165363
960221,2017-07-12T05:18:53Z,39,32.747106,-117.160187
961307,2017-07-11T16:32:23Z,200,32.765156,-117.077282
968243,2017-07-11T17:52:55Z,140,32.945246,-117.232532
973510,2017-07-11T21:33:55Z,600,32.846137,-117.246211
973850,2017-07-11T19:18:59Z,200,32.830122,-117.273017
975519,2017-07-11T17:42:01Z,104,32.749516,-117.144907
982503,2017-07-11T16:25:48Z,90,32.723523,-117.051857
988165,2017-07-11T15:54:09Z,67,32.679871,-117.062042
990185,2017-07-11T18:07:16Z,159,32.917852,-117.149418
990676,2017-07-11T17:23:23Z,93,32.733602,-117.116411
992004,2017-07-11T18:06:46Z,171,32.785822,-117.254263
992009,2017-07-11T18:07:31Z,160,32.78553,-117.254481
992887,2017-07-11T19:10:54Z,190,32.933184,-117.249053
1000522,2017-07-11T21:33:59Z,650,32.718821,-117.220779
1004251,2017-07-11T17:18:51Z,60,32.757687,-117.128207
1007156,2017-07-11T17:27:05Z,99,32.716012,-117.143929
1008877,2017-07-11T17:41:09Z,115,32.947007,-117.259489
1008909,2017-07-11T15:16:08Z,60,32.81042,-117.249511
1010079,2017-07-11T15:51:59Z,68,32.718557,-117.139617
1018352,2017-07-11T16:21:25Z,85,32.808222,-117.185465
1022379,2017-07-11T19:35:29Z,245,32.734478,-117.229138
1030335,2017-07-12T05:18:59Z,28,32.745434,-117.159264
1030627,2017-07-11T15:49:35Z,69,32.815688,-117.165242
1034463,2017-07-11T18:16:17Z,148,32.749729,-117.248828
1034805,2017-07-11T19:26:31Z,300,32.80675,-117.245596
1037247,2017-07-11T17:22:31Z,100,32.826941,-117.278658
1042107,2017-07-11T16:31:51Z,125,32.77664,-117.252279
1051957,2017-07-11T19:10:50Z,195,32.796581,-117.234082
1059782,2017-07-11T16:21:29Z,95,32.835741,-117.225719
1063149,2017-07-11T19:26:07Z,285,32.752891,-117.131291
1066097,2017-07-11T15:50:33Z,80,32.7817,-117.199628
1072842,2017-07-11T17:23:14Z,100,32.72081,-117.129285
1077411,2017-07-11T15:12:33Z,49,32.816129,-117.054128
1080319,2017-07-11T17:55:27Z,125,32.760658,-117.247865
1080326,2017-07-11T18:12:23Z,175,32.761205,-117.248555
1080335,2017-07-11T19:36:04Z,295,32.760773,-117.249318
1081002,2017-07-11T16:22:23Z,95,32.861094,-117.252908
1083576,2017-07-11T17:18:45Z,60,32.744767,-117.131491
1097960,2017-07-11T17:21:12Z,79,32.797734,-117.24334
1101470,2017-07-11T17:27:20Z,89,32.718843,-117.142387
1108080,2017-07-11T19:11:40Z,200,32.741935,-117.136511
1110810,2017-07-11T17:22:41Z,100,32.774221,-117.050322
1115516,2017-07-11T15:50:24Z,65,32.806185,-117.233789
1121508,2017-07-11T16:32:13Z,170,32.742782,-117.224681
1127311,2017-07-11T15:09:03Z,48,32.717236,-117.132197
1133235,2017-07-11T16:32:11Z,150,32.947036,-117.255178
1133487,2017-07-11T18:17:13Z,145,32.751159,-117.247167
1141645,2017-07-11T15:18:17Z,57,32.739058,-117.237876
1145306,2017-07-11T17:22:13Z,99,32.805343,-117.241752
1151029,2017-07-11T15:12:09Z,59,32.860386,-117.218052
1156500,2017-07-11T16:23:00Z,97,32.730434,-117.130865
1163324,2017-07-11T15:49:41Z,69,32.824041,-117.194335
1166766,2017-07-11T21:37:35Z,795,32.784582,-117.201114
1167130,2017-07-11T21:37:42Z,795,32.746918,-117.18771
1171359,2017-07-11T19:33:15Z,255,32.747669,-117.24892
1173925,2017-07-11T17:19:06Z,68,32.739554,-117.165942
1174868,2017-07-11T20:39:39Z,430,32.773754,-117.251193
1177477,2017-07-11T18:09:14Z,149,32.718727,-117.140838
1180719,2017-07-11T19:23:01Z,300,32.799502,-117.255364
1183345,2017-07-11T19:10:22Z,200,32.716343,-117.156532
1183581,2017-07-11T15:50:07Z,70,32.94774,-117.260412
1198495,2017-07-11T19:27:26Z,275,32.845832,-117.271697
1205885,2017-07-11T18:15:28Z,150,32.727016,-117.16865
1206065,2017-07-11T18:16:20Z,149,32.766785,-117.251746
1210095,2017-07-11T20:45:30Z,495,32.803195,-117.25681
1212363,2017-07-11T17:28:05Z,89,32.708784,-117.143661
1212604,2017-07-11T16:32:17Z,179,32.711082,-117.144028
1220018,2017-07-11T15:59:10Z,75,32.716171,-117.143269
1220731,2017-07-11T20:50:07Z,375,32.717958,-117.138592
1221255,2017-07-11T17:19:19Z,65,32.728463,-117.166147
1226092,2017-07-11T17:26:21Z,100,32.746506,-117.186589
1226363,2017-07-11T20:54:21Z,350,32.782882,-117.253239
1233047,2017-07-11T20:39:58Z,315,32.724457,-117.239544
1245346,2017-07-11T19:25:36Z,225,32.751698,-117.196601
1252651,2017-07-11T19:09:56Z,197,32.744494,-117.252355
1255655,2017-07-11T16:06:29Z,75,32.77499,-117.145813
1260804,2017-07-11T19:25:25Z,295,32.731659,-117.168152
1261964,2017-07-11T16:23:14Z,89,32.766022,-117.18596
1267497,2017-07-11T20:46:59Z,385,32.792015,-117.246741
1276350,2017-07-11T19:10:02Z,199,32.814095,-117.164147
1284694,2017-07-11T18:06:50Z,148,32.712607,-117.142698
1285066,2017-07-11T20:44:55Z,466,32.773864,-117.25045
1285145,2017-07-12T05:18:46Z,34,32.746642,-117.158392
1285153,2017-07-12T05:18:53Z,35,32.72314,-117.165454
1285158,2017-07-12T05:20:07Z,68,32.723916,-117.164836
1286742,2017-07-11T18:16:20Z,179,32.76851,-117.251079
1291074,2017-07-11T17:21:59Z,100,32.746284,-117.16877
1292197,2017-07-11T15:05:45Z,30,32.811431,-117.177248
1301153,2017-07-11T20:42:57Z,425,32.745523,-117.225146
1301778,2017-07-11T19:10:22Z,199,32.749286,-117.249915
1309621,2017-07-11T20:39:56Z,400,32.767197,-117.253091
1313140,2017-07-11T21:01:53Z,360,32.545876,-117.070876
1313771,2017-07-11T17:41:56Z,109,32.75074,-117.141374
1313802,2017-07-11T19:35:37Z,250,32.745346,-117.240594
1316496,2017-07-11T19:22:54Z,225,32.80672,-117.256055
1320702,2017-07-11T17:53:35Z,125,32.717413,-117.139657
1327858,2017-07-11T15:09:17Z,55,32.730774,-117.16609
1335408,2017-07-11T17:21:51Z,89,32.741961,-117.122807
1339004,2017-07-11T16:32:43Z,349,32.723233,-117.169103
1339446,2017-07-11T16:21:44Z,100,32.747284,-117.146976
1346986,2017-07-11T15:50:26Z,70,32.846603,-117.215828
1347072,2017-07-11T15:49:23Z,75,32.792135,-117.189093
1352677,2017-07-11T20:42:59Z,400,32.834118,-117.225156
1356144,2017-07-11T16:32:15Z,170,32.742697,-117.226223
1359582,2017-07-11T21:11:55Z,375,32.789862,-117.254777
1373585,2017-07-11T16:31:37Z,110,32.962199,-117.121065
1374155,2017-07-11T20:48:02Z,475,32.828129,-117.278099
1374498,2017-07-11T17:53:35Z,129,32.756402,-117.10401
1374898,2017-07-11T18:08:34Z,145,32.763715,-117.145648
1375383,2017-07-11T17:42:51Z,119,32.763956,-117.143294
1378432,2017-07-11T15:11:27Z,49,32.728435,-117.165879
1388445,2017-07-11T16:23:34Z,100,32.734565,-117.246213
1388706,2017-07-11T20:40:29Z,385,32.93454,-117.254063
1392071,2017-07-11T19:13:42Z,199,32.715403,-117.167229
1393531,2017-07-11T21:38:00Z,1080,32.750821,-117.251535
1393792,2017-07-11T15:27:03Z,52,32.635435,-116.982592
1403971,2017-07-11T18:08:51Z,145,32.745437,-117.126869
1404080,2017-07-12T05:19:03Z,50,32.727797,-117.092351
1407938,2017-07-11T19:10:05Z,199,32.709976,-117.161712
1417446,2017-07-11T17:40:51Z,110,32.741337,-117.141085
1421127,2017-07-11T19:27:02Z,250,32.792468,-117.234134
1429055,2017-07-11T15:17:57Z,53,32.72801,-117.230107
1433157,2017-07-11T15:13:46Z,59,32.713749,-117.156999
1438188,2017-07-11T15:50:33Z,65,32.797159,-117.233629
1438332,2017-07-11T15:27:05Z,52,32.634598,-116.984085
1438637,2017-07-11T16:31:57Z,139,32.721605,-117.169797
1438738,2017-07-11T18:07:20Z,150,33.023672,-117.073526
1441767,2017-07-11T15:51:27Z,65,32.769208,-117.185018
1445441,2017-07-11T20:39:58Z,325,32.762002,-117.251399
1447396,2017-07-11T15:15:43Z,53,32.791025,-117.182982
1456924,2017-07-11T19:12:04Z,199,32.76722,-117.252459
1462213,2017-07-11T17:21:22Z,79,32.749964,-117.243718
1462371,2017-07-11T17:52:15Z,135,32.825224,-117.277491
1467726,2017-07-11T17:21:42Z,89,32.746835,-117.138008
1471989,2017-07-11T19:22:54Z,220,32.787784,-117.198879
1479166,2017-07-11T19:33:57Z,225,32.751417000000004,-117.249927
1482943,2017-07-11T17:21:53Z,85,32.731079,-117.163723
1484257,2017-07-11T18:22:26Z,150,32.799249,-117.236288
1487073,2017-07-11T17:22:37Z,90,32.82452,-117.202516
1487384,2017-07-11T20:39:36Z,400,32.82473,-117.238029
1488990,2017-07-11T15:05:36Z,25,32.704922,-117.13039
1493005,2017-07-11T19:31:18Z,300,32.706989,-117.146251
1494013,2017-07-11T15:50:02Z,75,32.77178,-117.071812
1507515,2017-07-11T19:14:56Z,189,32.795916,-117.245582
1507895,2017-07-11T16:23:47Z,89,32.94849,-117.24374
1508047,2017-07-11T19:29:01Z,225,32.796495,-117.231138
1508327,2017-07-11T19:34:33Z,300,32.786101,-117.254176
1511791,2017-07-11T20:48:30Z,394,32.785053,-117.253786
1511818,2017-07-11T19:28:05Z,237,32.784793,-117.253617
1526508,2017-07-11T19:32:45Z,299,32.722142,-117.169641
1531359,2017-07-11T17:52:10Z,135,32.74469,-117.138729
1539378,2017-07-11T19:37:41Z,207,32.742005,-117.248818
1552090,2017-07-11T17:18:42Z,50,32.771731,-117.0519
1562681,2017-07-11T21:37:44Z,750,32.80697,-117.262981
1566125,2017-07-11T19:35:34Z,300,32.767267,-117.252113
1567291,2017-07-11T18:20:55Z,150,32.856281,-117.233644
1570908,2017-07-11T17:34:36Z,95,32.792307,-117.202365
1574434,2017-07-11T19:25:25Z,275,32.781376,-117.161361
1574834,2017-07-11T17:52:10Z,129,32.748843,-117.251454
1575045,2017-07-11T16:31:59Z,125,32.918735,-117.227331
1576848,2017-07-11T19:25:33Z,250,32.836991,-117.196817
1577427,2017-07-11T15:09:24Z,47,32.836752,-117.195779
1579303,2017-07-11T19:22:22Z,213,32.763828,-117.250574
